ProbeName	Transcript_ID	Species	Amadid	Description
DETOX_492_PI422610884	AGAP008217-RA	Anopheles gambiae	27057	CYP6Z3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O18; alternative detox probe for AG_DETOX_P164
DETOX_493_PI422610884	AGAP002894-RA	Anopheles gambiae	27057	CYP6Z4 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E11
DETOX_494_PI422610884	AGAP002894-RA	Anopheles gambiae	27057	CYP6Z4 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E11
DETOX_495_PI422610884	AGAP002894-RA	Anopheles gambiae	27057	CYP6Z4 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E11; alternative detox probe for AG_DETOX_P165
DETOX_496_PI422610884	AGAP012291-RA	Anopheles gambiae	27057	CYP9J3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I10
DETOX_497_PI422610884	AGAP012291-RA	Anopheles gambiae	27057	CYP9J3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I10
DETOX_498_PI422610884	AGAP012291-RA	Anopheles gambiae	27057	CYP9J3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I10; alternative detox probe for AG_DETOX_P166
DETOX_499_PI422610884	AGAP012292-RA	Anopheles gambiae	27057	CYP9J4 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I14
DETOX_5_PI422610884	AGAP005639-RA	Anopheles gambiae	27057	ABCB2 - ABC transporter
DETOX_50_PI422610884	AGAP003212-RA	Anopheles gambiae	27057	Adrenodoxin - Adrenodoxin reductase in P450 db
DETOX_500_PI422610884	AGAP012292-RA	Anopheles gambiae	27057	CYP9J4 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I14
DETOX_501_PI422610884	AGAP012292-RA	Anopheles gambiae	27057	CYP9J4 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I14; alternative detox probe for AG_DETOX_P167
DETOX_502_PI422610884	AGAP012296-RA	Anopheles gambiae	27057	CYP9J5 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I22
DETOX_503_PI422610884	AGAP012296-RA	Anopheles gambiae	27057	CYP9J5 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I22
DETOX_504_PI422610884	AGAP012296-RA	Anopheles gambiae	27057	CYP9J5 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I22; alternative detox probe for AG_DETOX_P168
DETOX_505_PI422610884	AGAP000818-RA	Anopheles gambiae	27057	CYP9K1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F21
DETOX_506_PI422610884	AGAP000818-RA	Anopheles gambiae	27057	CYP9K1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F21
DETOX_507_PI422610884	AGAP000818-RA	Anopheles gambiae	27057	CYP9K1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F21; alternative detox probe for AG_DETOX_P169
DETOX_508_PI422610884	AGAP012295-RA	Anopheles gambiae	27057	CYP9L1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F2
DETOX_509_PI422610884	AGAP012295-RA	Anopheles gambiae	27057	CYP9L1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F2
DETOX_51_PI422610884	AGAP003212-RA	Anopheles gambiae	27057	Adrenodoxin - Adrenodoxin reductase in P450 db ; alternative detox probe for AG_DETOX_P017
DETOX_510_PI422610884	AGAP012295-RA	Anopheles gambiae	27057	CYP9L1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F2; alternative detox probe for AG_DETOX_P170
DETOX_511_PI422610884	AGAP012294-RA	Anopheles gambiae	27057	CYP9L2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M11
DETOX_512_PI422610884	AGAP012294-RA	Anopheles gambiae	27057	CYP9L2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M11
DETOX_513_PI422610884	AGAP012294-RA	Anopheles gambiae	27057	CYP9L2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M11; alternative detox probe for AG_DETOX_P171
DETOX_514_PI422610884	AGAP012293-RA	Anopheles gambiae	27057	CYP9L3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I18
DETOX_515_PI422610884	AGAP012293-RA	Anopheles gambiae	27057	CYP9L3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I18
DETOX_516_PI422610884	AGAP012293-RA	Anopheles gambiae	27057	CYP9L3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I18; alternative detox probe for AG_DETOX_P172
DETOX_517_PI422610884	AGAP009374-RA	Anopheles gambiae	27057	CYP9M1 - Cytochrome P450 monooxygenase; suspected Ensembl annotation error; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I2
DETOX_518_PI422610884	AGAP009374-RA	Anopheles gambiae	27057	CYP9M1 - Cytochrome P450 monooxygenase; suspected Ensembl annotation error; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I2
DETOX_519_PI422610884	AGAP009374-RA	Anopheles gambiae	27057	CYP9M1 - Cytochrome P450 monooxygenase; suspected Ensembl annotation error; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I2; alternative detox probe for AG_DETOX_P173
DETOX_52_PI422610884	AGAP005419-RA	Anopheles gambiae	27057	Adrenodoxin_red - Adrenodoxin reductase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2A3
DETOX_520_PI422610884	AGAP009375-RA	Anopheles gambiae	27057	CYP9M2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I6
DETOX_521_PI422610884	AGAP009375-RA	Anopheles gambiae	27057	CYP9M2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I6
DETOX_522_PI422610884	AGAP009375-RA	Anopheles gambiae	27057	CYP9M2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I6; alternative detox probe for AG_DETOX_P174
DETOX_523_PI422610884	AGAP007121-RA	Anopheles gambiae	27057	Cytochrome_b5 - Cytochrome b5; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M8
DETOX_524_PI422610884	AGAP007121-RA	Anopheles gambiae	27057	Cytochrome_b5 - Cytochrome b5; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M8
DETOX_525_PI422610884	AGAP007121-RA	Anopheles gambiae	27057	Cytochrome_b5 - Cytochrome b5; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M8; alternative detox probe for AG_DETOX_P175
DETOX_526_PI422610884	AGAP009537-RA	Anopheles gambiae	27057	Cytochrome_c - Cytochrome C; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N17
DETOX_527_PI422610884	AGAP009537-RA	Anopheles gambiae	27057	Cytochrome_c - Cytochrome C; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N17
DETOX_528_PI422610884	AGAP009537-RA	Anopheles gambiae	27057	Cytochrome_c - Cytochrome C; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N17; alternative detox probe for AG_DETOX_P176
DETOX_529_PI422610884	AGAP004101-RA	Anopheles gambiae	27057	Dnmt2 - Only known Dnmt gene in A. gambiae
DETOX_53_PI422610884	AGAP005419-RA	Anopheles gambiae	27057	Adrenodoxin_red - Adrenodoxin reductase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2A3
DETOX_530_PI422610884	AGAP004101-RA	Anopheles gambiae	27057	Dnmt2 - Only known Dnmt gene in A. gambiae
DETOX_531_PI422610884	AGAP004101-RA	Anopheles gambiae	27057	Dnmt2 - Only known Dnmt gene in An gambiae ; alternative detox probe for AG_DETOX_P177
DETOX_532_PI422610884	AGAP007249-RA	Anopheles gambiae	27057	"Flightin - Flightin, matches also transcript ens|AGAP007249-RB; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2C1"
DETOX_533_PI422610884	AGAP007249-RA	Anopheles gambiae	27057	"Flightin - Flightin, matches also transcript ens|AGAP007249-RB; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2C1"
DETOX_534_PI422610884	AGAP007249-RA	Anopheles gambiae	27057	"Flightin - Flightin, matches also transcript ens|AGAP007249-RB; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2C1; alternative detox probe for AG_DETOX_P178"
DETOX_535_PI422610884	AGAP004123-RA	Anopheles gambiae	27057	GPRNPY2 - G protein coupled receptor; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O19
DETOX_536_PI422610884	AGAP004123-RA	Anopheles gambiae	27057	GPRNPY2 - G protein coupled receptor; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O19
DETOX_537_PI422610884	AGAP004123-RA	Anopheles gambiae	27057	GPRNPY2 - G protein coupled receptor; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O19; alternative detox probe for AG_DETOX_P179
DETOX_538_PI422610884	AGAP012378-RA	Anopheles gambiae	27057	GPRNPY3 - G protein coupled receptor; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O15
DETOX_539_PI422610884	AGAP012378-RA	Anopheles gambiae	27057	GPRNPY3 - G protein coupled receptor; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O15
DETOX_54_PI422610884	AGAP005419-RA	Anopheles gambiae	27057	Adrenodoxin_red - Adrenodoxin reductase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2A3; alternative detox probe for AG_DETOX_P018
DETOX_540_PI422610884	AGAP012378-RA	Anopheles gambiae	27057	GPRNPY3 - G protein coupled receptor; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O15; alternative detox probe for AG_DETOX_P180
DETOX_541_PI422610884	AGAP004248-RA	Anopheles gambiae	27057	GPX1 - Glutathione dependent peroxidase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B23
DETOX_542_PI422610884	AGAP004248-RA	Anopheles gambiae	27057	GPX1 - Glutathione dependent peroxidase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B23
DETOX_543_PI422610884	AGAP004248-RA	Anopheles gambiae	27057	GPX1 - Glutathione dependent peroxidase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B23; alternative detox probe for AG_DETOX_P181
DETOX_544_PI422610884	AGAP004247-RA	Anopheles gambiae	27057	GPX2A - Glutathione dependent peroxidase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O16
DETOX_545_PI422610884	AGAP004247-RA	Anopheles gambiae	27057	GPX2A - Glutathione dependent peroxidase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O16
DETOX_546_PI422610884	AGAP004247-RA	Anopheles gambiae	27057	GPX2A - Glutathione dependent peroxidase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O16; alternative detox probe for AG_DETOX_P182
DETOX_547_PI422610884	AGAP004247-RB	Anopheles gambiae	27057	GPX2B - Glutathione dependent peroxidase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O20
DETOX_548_PI422610884	AGAP004247-RB	Anopheles gambiae	27057	GPX2B - Glutathione dependent peroxidase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O20
DETOX_549_PI422610884	AGAP004247-RB	Anopheles gambiae	27057	GPX2B - Glutathione dependent peroxidase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O20; alternative detox probe for AG_DETOX_P183
DETOX_55_PI422610884	AGAP008432-RA	Anopheles gambiae	27057	AGAP008432 - Cuticle protein; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2C3
DETOX_550_PI422610884	AGAP004247-PB	Anopheles gambiae	27057	GPX3 - Glutathione dependent peroxidase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B4
DETOX_551_PI422610884	AGAP004247-PB	Anopheles gambiae	27057	GPX3 - Glutathione dependent peroxidase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B4
DETOX_552_PI422610884	AGAP004247-PB	Anopheles gambiae	27057	GPX3 - Glutathione dependent peroxidase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B4; alternative detox probe for AG_DETOX_P184
DETOX_553_PI422610884	AGAP000804-RA	Anopheles gambiae	27057	GPX4 - Glutathione dependent peroxidase
DETOX_554_PI422610884	AGAP000804-RA	Anopheles gambiae	27057	GPX4 - Glutathione dependent peroxidase
DETOX_555_PI422610884	AGAP000804-RA	Anopheles gambiae	27057	GPX4 - Glutathione dependent peroxidase ; alternative detox probe for AG_DETOX_P185
DETOX_556_PI422610884	AGAP011107-RA	Anopheles gambiae	27057	GRX1 - Glutaredoxin; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B8
DETOX_557_PI422610884	AGAP011107-RA	Anopheles gambiae	27057	GRX1 - Glutaredoxin; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B8
DETOX_558_PI422610884	AGAP011107-RA	Anopheles gambiae	27057	GRX1 - Glutaredoxin; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B8; alternative detox probe for AG_DETOX_P186
DETOX_559_PI422610884	AGAP003178-RA	Anopheles gambiae	27057	GRX2 - Glutaredoxin; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B16
DETOX_56_PI422610884	AGAP008432-RA	Anopheles gambiae	27057	AGAP008432 - Cuticle protein; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2C3
DETOX_560_PI422610884	AGAP003178-RA	Anopheles gambiae	27057	GRX2 - Glutaredoxin; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B16
DETOX_561_PI422610884	AGAP003178-RA	Anopheles gambiae	27057	GRX2 - Glutaredoxin; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B16; alternative detox probe for AG_DETOX_P187
DETOX_562_PI422610884	AGAP009738-RA	Anopheles gambiae	27057	GRX3 - Glutaredoxin; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B12
DETOX_563_PI422610884	AGAP009738-RA	Anopheles gambiae	27057	GRX3 - Glutaredoxin; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B12
DETOX_564_PI422610884	AGAP009738-RA	Anopheles gambiae	27057	GRX3 - Glutaredoxin; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B12; alternative detox probe for AG_DETOX_P188
DETOX_565_PI422610884	AGAP010647-RA	Anopheles gambiae	27057	GSG8 - Salivary gland protein; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O4
DETOX_566_PI422610884	AGAP010647-RA	Anopheles gambiae	27057	GSG8 - Salivary gland protein; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O4
DETOX_567_PI422610884	AGAP010647-RA	Anopheles gambiae	27057	GSG8 - Salivary gland protein; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O4; alternative detox probe for AG_DETOX_P189
DETOX_568_PI422610884	AGAP004164-RD	Anopheles gambiae	27057	GSTD1_3 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1D9
DETOX_569_PI422610884	AGAP004164-RD	Anopheles gambiae	27057	GSTD1_3 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1D9
DETOX_57_PI422610884	AGAP008432-RA	Anopheles gambiae	27057	AGAP008432 - Cuticle protein; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2C3; alternative detox probe for AG_DETOX_P019
DETOX_570_PI422610884	AGAP004164-RD	Anopheles gambiae	27057	GSTD1_3 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1D9; alternative detox probe for AG_DETOX_P190
DETOX_571_PI422610884	AGAP004164-RC	Anopheles gambiae	27057	GSTD1_4 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O24
DETOX_572_PI422610884	AGAP004164-RC	Anopheles gambiae	27057	GSTD1_4 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O24
DETOX_573_PI422610884	AGAP004164-RC	Anopheles gambiae	27057	GSTD1_4 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O24; alternative detox probe for AG_DETOX_P191
DETOX_574_PI422610884	AGAP004164-RA	Anopheles gambiae	27057	GSTD1_5 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N2
DETOX_575_PI422610884	AGAP004164-RA	Anopheles gambiae	27057	GSTD1_5 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N2
DETOX_576_PI422610884	AGAP004164-RA	Anopheles gambiae	27057	GSTD1_5 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N2; alternative detox probe for AG_DETOX_P192
DETOX_577_PI422610884	AGAP004164-RB	Anopheles gambiae	27057	GSTD1_6 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N6
DETOX_578_PI422610884	AGAP004164-RB	Anopheles gambiae	27057	GSTD1_6 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N6
DETOX_579_PI422610884	AGAP004164-RB	Anopheles gambiae	27057	GSTD1_6 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N6; alternative detox probe for AG_DETOX_P193
DETOX_58_PI422610884	AGAP008447-RA	Anopheles gambiae	27057	"AGAP008447 - Cuticle protein, in 3' UTR; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2D1"
DETOX_580_PI422610884	AGAP004383-RA	Anopheles gambiae	27057	GSTD10 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N3
DETOX_581_PI422610884	AGAP004383-RA	Anopheles gambiae	27057	GSTD10 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N3
DETOX_582_PI422610884	AGAP004383-RA	Anopheles gambiae	27057	GSTD10 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N3; alternative detox probe for AG_DETOX_P194
DETOX_583_PI422610884	AGAP004378-RA	Anopheles gambiae	27057	GSTD11 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N7
DETOX_584_PI422610884	AGAP004378-RA	Anopheles gambiae	27057	GSTD11 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N7
DETOX_585_PI422610884	AGAP004378-RA	Anopheles gambiae	27057	GSTD11 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N7; alternative detox probe for AG_DETOX_P195
DETOX_586_PI422610884	AGAP008380-RA	Anopheles gambiae	27057	GSTD12 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N11
DETOX_587_PI422610884	AGAP008380-RA	Anopheles gambiae	27057	GSTD12 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N11
DETOX_588_PI422610884	AGAP008380-RA	Anopheles gambiae	27057	GSTD12 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N11; alternative detox probe for AG_DETOX_P196
DETOX_589_PI422610884	AGAP004165-RA	Anopheles gambiae	27057	GSTD2 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M12
DETOX_59_PI422610884	AGAP008447-RA	Anopheles gambiae	27057	"AGAP008447 - Cuticle protein, in 3' UTR; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2D1"
DETOX_590_PI422610884	AGAP004165-RA	Anopheles gambiae	27057	GSTD2 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M12
DETOX_591_PI422610884	AGAP004165-RA	Anopheles gambiae	27057	GSTD2 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M12; alternative detox probe for AG_DETOX_P197
DETOX_592_PI422610884	AGAP004382-RA	Anopheles gambiae	27057	GSTD3 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N10
DETOX_593_PI422610884	AGAP004382-RA	Anopheles gambiae	27057	GSTD3 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N10
DETOX_594_PI422610884	AGAP004382-RA	Anopheles gambiae	27057	GSTD3 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N10; alternative detox probe for AG_DETOX_P198
DETOX_595_PI422610884	AGAP004381-RA	Anopheles gambiae	27057	GSTD4 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M16
DETOX_596_PI422610884	AGAP004381-RA	Anopheles gambiae	27057	GSTD4 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M16
DETOX_597_PI422610884	AGAP004381-RA	Anopheles gambiae	27057	GSTD4 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M16; alternative detox probe for AG_DETOX_P199
DETOX_598_PI422610884	AGAP004173-RA	Anopheles gambiae	27057	GSTD5 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M20
DETOX_599_PI422610884	AGAP004173-RA	Anopheles gambiae	27057	GSTD5 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M20
DETOX_6_PI422610884	AGAP005639-RA	Anopheles gambiae	27057	ABCB2 - ABC transporter ; alternative detox probe for AG_DETOX_P002
DETOX_60_PI422610884	AGAP008447-RA	Anopheles gambiae	27057	"AGAP008447 - Cuticle protein, in 3' UTR; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2D1; alternative detox probe for AG_DETOX_P020"
DETOX_600_PI422610884	AGAP004173-RA	Anopheles gambiae	27057	GSTD5 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M20; alternative detox probe for AG_DETOX_P200
DETOX_601_PI422610884	AGAP004379-RA	Anopheles gambiae	27057	GSTD6 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M24
DETOX_602_PI422610884	AGAP004379-RA	Anopheles gambiae	27057	GSTD6 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M24
DETOX_603_PI422610884	AGAP004379-RA	Anopheles gambiae	27057	GSTD6 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M24; alternative detox probe for AG_DETOX_P201
DETOX_604_PI422610884	AGAP004163-RA	Anopheles gambiae	27057	GSTD7 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N14
DETOX_605_PI422610884	AGAP004163-RA	Anopheles gambiae	27057	GSTD7 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N14
DETOX_606_PI422610884	AGAP004163-RA	Anopheles gambiae	27057	GSTD7 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N14; alternative detox probe for AG_DETOX_P202
DETOX_607_PI422610884	AGAP004171-RA	Anopheles gambiae	27057	GSTD8 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N18
DETOX_608_PI422610884	AGAP004171-RA	Anopheles gambiae	27057	GSTD8 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N18
DETOX_609_PI422610884	AGAP004171-RA	Anopheles gambiae	27057	GSTD8 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N18; alternative detox probe for AG_DETOX_P203
DETOX_61_PI422610884	AGAP012401-RA	Anopheles gambiae	27057	AGM1 - Maltase-like protein Agm1; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O23
DETOX_610_PI422610884	AGAP004172-RA	Anopheles gambiae	27057	GSTD9 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N22
DETOX_611_PI422610884	AGAP004172-RA	Anopheles gambiae	27057	GSTD9 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N22
DETOX_612_PI422610884	AGAP004172-RA	Anopheles gambiae	27057	GSTD9 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N22; alternative detox probe for AG_DETOX_P204
DETOX_613_PI422610884	AGAP009195-RA	Anopheles gambiae	27057	GSTE1 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1D5
DETOX_614_PI422610884	AGAP009195-RA	Anopheles gambiae	27057	GSTE1 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1D5
DETOX_615_PI422610884	AGAP009195-RA	Anopheles gambiae	27057	GSTE1 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1D5; alternative detox probe for AG_DETOX_P205
DETOX_616_PI422610884	AGAP009194-RA	Anopheles gambiae	27057	GSTE2 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1D1
DETOX_617_PI422610884	AGAP009194-RA	Anopheles gambiae	27057	GSTE2 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1D1
DETOX_618_PI422610884	AGAP009194-RA	Anopheles gambiae	27057	GSTE2 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1D1; alternative detox probe for AG_DETOX_P206
DETOX_619_PI422610884	AGAP009197-RA	Anopheles gambiae	27057	GSTE3 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N12
DETOX_62_PI422610884	AGAP012401-RA	Anopheles gambiae	27057	AGM1 - Maltase-like protein Agm1; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O23
DETOX_620_PI422610884	AGAP009197-RA	Anopheles gambiae	27057	GSTE3 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N12
DETOX_621_PI422610884	AGAP009197-RA	Anopheles gambiae	27057	GSTE3 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N12; alternative detox probe for AG_DETOX_P207
DETOX_622_PI422610884	AGAP009193-RA	Anopheles gambiae	27057	GSTE4 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N16
DETOX_623_PI422610884	AGAP009193-RA	Anopheles gambiae	27057	GSTE4 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N16
DETOX_624_PI422610884	AGAP009193-RA	Anopheles gambiae	27057	GSTE4 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N16; alternative detox probe for AG_DETOX_P208
DETOX_625_PI422610884	AGAP009192-RA	Anopheles gambiae	27057	GSTE5 - Glutathion S-transferase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1N20
